date,account_id,region,product,metric,value
2024-01-01,a_704515,west-1,Storage,DiskWriteOps,235
2024-01-01,a_704515,west-1,Storage,DiskReadOps,597
2024-01-01,a_137712,west-1,Storage,DiskWriteOps,47
2024-01-01,a_137712,west-1,Storage,DiskReadOps,598
2024-01-01,a_993046,west-1,Compute,InstanceHours,489
2024-01-01,a_993046,west-1,Compute,CPUUtilization,595
2024-01-01,a_371977,west-1,Compute,InstanceHours,714
2024-01-01,a_371977,west-1,Compute,CPUUtilization,371
2024-01-01,a_629278,west-1,Compute,InstanceHours,339
2024-01-01,a_629278,west-1,Compute,CPUUtilization,107
2024-01-01,a_817245,west-1,Compute,InstanceHours,654
2024-01-01,a_817245,west-1,Compute,CPUUtilization,257
2024-01-01,a_329536,west-1,Compute,InstanceHours,693
2024-01-01,a_329536,west-1,Compute,CPUUtilization,231
2024-01-01,a_288975,west-1,Compute,InstanceHours,358
2024-01-01,a_288975,west-1,Compute,CPUUtilization,605
2024-01-01,a_971809,west-1,Compute,InstanceHours,681
2024-01-01,a_971809,west-1,Compute,CPUUtilization,52
2024-01-01,a_896496,west-1,Compute,InstanceHours,31
2024-01-01,a_896496,west-1,Compute,CPUUtilization,727
2024-01-01,a_704515,west-1,Compute,InstanceHours,522
2024-01-01,a_704515,west-1,Compute,CPUUtilization,491
2024-01-01,a_137712,west-1,Compute,InstanceHours,231
2024-01-01,a_137712,west-1,Compute,CPUUtilization,724
2024-01-01,a_993046,central-3,Storage,DiskWriteOps,36
2024-01-01,a_993046,central-3,Storage,DiskReadOps,523
2024-01-01,a_371977,central-3,Storage,DiskWriteOps,181
2024-01-01,a_371977,central-3,Storage,DiskReadOps,238
2024-01-01,a_629278,central-3,Storage,DiskWriteOps,563
2024-01-01,a_629278,central-3,Storage,DiskReadOps,639
2024-01-01,a_817245,central-3,Storage,DiskWriteOps,471
2024-01-01,a_817245,central-3,Storage,DiskReadOps,254
2024-01-01,a_329536,central-3,Storage,DiskWriteOps,589
2024-01-01,a_329536,central-3,Storage,DiskReadOps,622
2024-01-01,a_288975,central-3,Storage,DiskWriteOps,583
2024-01-01,a_288975,central-3,Storage,DiskReadOps,239
2024-01-01,a_971809,central-3,Storage,DiskWriteOps,694
2024-01-01,a_971809,central-3,Storage,DiskReadOps,42
2024-01-01,a_896496,central-3,Storage,DiskWriteOps,118
2024-01-01,a_896496,central-3,Storage,DiskReadOps,246
2024-01-01,a_704515,central-3,Storage,DiskWriteOps,457
2024-01-01,a_704515,central-3,Storage,DiskReadOps,463
2024-01-01,a_137712,central-3,Storage,DiskWriteOps,727
2024-01-01,a_137712,central-3,Storage,DiskReadOps,397
2024-01-01,a_993046,central-3,Compute,InstanceHours,660
2024-01-01,a_993046,central-3,Compute,CPUUtilization,129
2024-01-01,a_371977,central-3,Compute,InstanceHours,606
2024-01-01,a_371977,central-3,Compute,CPUUtilization,728
2024-01-01,a_629278,central-3,Compute,InstanceHours,674
2024-01-01,a_629278,central-3,Compute,CPUUtilization,553
2024-01-01,a_817245,central-3,Compute,InstanceHours,481
2024-01-01,a_817245,central-3,Compute,CPUUtilization,705
2024-01-01,a_329536,central-3,Compute,InstanceHours,215
2024-01-01,a_329536,central-3,Compute,CPUUtilization,145
2024-01-01,a_288975,central-3,Compute,InstanceHours,18
2024-01-01,a_288975,central-3,Compute,CPUUtilization,295
2024-01-01,a_971809,central-3,Compute,InstanceHours,180
2024-01-01,a_971809,central-3,Compute,CPUUtilization,411
2024-01-01,a_896496,central-3,Compute,InstanceHours,629
2024-01-01,a_896496,central-3,Compute,CPUUtilization,532
2024-01-01,a_704515,central-3,Compute,InstanceHours,422
2024-01-01,a_704515,central-3,Compute,CPUUtilization,390
2024-01-01,a_137712,central-3,Compute,InstanceHours,741
2024-01-01,a_137712,central-3,Compute,CPUUtilization,501
2024-01-02,a_993046,north-1,Storage,DiskWriteOps,251
2024-01-02,a_993046,north-1,Storage,DiskReadOps,371
2024-01-02,a_371977,north-1,Storage,DiskWriteOps,755
2024-01-02,a_371977,north-1,Storage,DiskReadOps,332
2024-01-02,a_629278,north-1,Storage,DiskWriteOps,617
2024-01-02,a_629278,north-1,Storage,DiskReadOps,605
2024-01-02,a_817245,north-1,Storage,DiskWriteOps,702
2024-01-02,a_817245,north-1,Storage,DiskReadOps,180
2024-01-02,a_329536,north-1,Storage,DiskWriteOps,313
2024-01-02,a_329536,north-1,Storage,DiskReadOps,411
2024-01-02,a_288975,north-1,Storage,DiskWriteOps,42
2024-01-02,a_288975,north-1,Storage,DiskReadOps,23
2024-01-02,a_971809,north-1,Storage,DiskWriteOps,21
2024-01-02,a_971809,north-1,Storage,DiskReadOps,71
2024-01-02,a_896496,north-1,Storage,DiskWriteOps,126
2024-01-02,a_896496,north-1,Storage,DiskReadOps,591
2024-01-02,a_704515,north-1,Storage,DiskWriteOps,82
2024-01-02,a_704515,north-1,Storage,DiskReadOps,100
2024-01-02,a_137712,north-1,Storage,DiskWriteOps,335
2024-01-02,a_137712,north-1,Storage,DiskReadOps,529
2024-01-02,a_993046,north-1,Compute,InstanceHours,324
2024-01-02,a_993046,north-1,Compute,CPUUtilization,423
2024-01-02,a_371977,north-1,Compute,InstanceHours,217
2024-01-02,a_371977,north-1,Compute,CPUUtilization,369
2024-01-02,a_629278,north-1,Compute,InstanceHours,159
2024-01-02,a_629278,north-1,Compute,CPUUtilization,438
2024-01-02,a_817245,north-1,Compute,InstanceHours,6
2024-01-02,a_817245,north-1,Compute,CPUUtilization,687
2024-01-02,a_329536,north-1,Compute,InstanceHours,106
2024-01-02,a_329536,north-1,Compute,CPUUtilization,618
2024-01-02,a_288975,north-1,Compute,InstanceHours,644
2024-01-02,a_288975,north-1,Compute,CPUUtilization,297
2024-01-02,a_971809,north-1,Compute,InstanceHours,676
2024-01-02,a_971809,north-1,Compute,CPUUtilization,612
2024-01-02,a_896496,north-1,Compute,InstanceHours,305
2024-01-02,a_896496,north-1,Compute,CPUUtilization,129
2024-01-02,a_704515,north-1,Compute,InstanceHours,728
2024-01-02,a_704515,north-1,Compute,CPUUtilization,36
2024-01-02,a_137712,north-1,Compute,InstanceHours,54
2024-01-02,a_137712,north-1,Compute,CPUUtilization,65
2024-01-02,a_993046,east-2,Storage,DiskWriteOps,717
2024-01-02,a_993046,east-2,Storage,DiskReadOps,411
2024-01-02,a_371977,east-2,Storage,DiskWriteOps,728
2024-01-02,a_371977,east-2,Storage,DiskReadOps,164
2024-01-02,a_629278,east-2,Storage,DiskWriteOps,571
2024-01-02,a_629278,east-2,Storage,DiskReadOps,718
2024-01-02,a_817245,east-2,Storage,DiskWriteOps,140
2024-01-02,a_817245,east-2,Storage,DiskReadOps,210
2024-01-02,a_329536,east-2,Storage,DiskWriteOps,97
2024-01-02,a_329536,east-2,Storage,DiskReadOps,328
2024-01-02,a_288975,east-2,Storage,DiskWriteOps,161
2024-01-02,a_288975,east-2,Storage,DiskReadOps,579
2024-01-02,a_971809,east-2,Storage,DiskWriteOps,727
2024-01-02,a_971809,east-2,Storage,DiskReadOps,81
2024-01-02,a_896496,east-2,Storage,DiskWriteOps,667
2024-01-02,a_896496,east-2,Storage,DiskReadOps,641
2024-01-02,a_704515,east-2,Storage,DiskWriteOps,125
2024-01-02,a_704515,east-2,Storage,DiskReadOps,794
2024-01-02,a_137712,east-2,Storage,DiskWriteOps,368
2024-01-02,a_137712,east-2,Storage,DiskReadOps,335
2024-01-02,a_993046,east-2,Compute,InstanceHours,481
2024-01-02,a_993046,east-2,Compute,CPUUtilization,70
2024-01-02,a_371977,east-2,Compute,InstanceHours,113
2024-01-02,a_371977,east-2,Compute,CPUUtilization,611
2024-01-02,a_629278,east-2,Compute,InstanceHours,46
2024-01-02,a_629278,east-2,Compute,CPUUtilization,85
2024-01-02,a_817245,east-2,Compute,InstanceHours,604
2024-01-02,a_817245,east-2,Compute,CPUUtilization,744
2024-01-02,a_329536,east-2,Compute,InstanceHours,199
2024-01-02,a_329536,east-2,Compute,CPUUtilization,681
2024-01-02,a_288975,east-2,Compute,InstanceHours,95
2024-01-02,a_288975,east-2,Compute,CPUUtilization,174
2024-01-02,a_971809,east-2,Compute,InstanceHours,681
2024-01-02,a_971809,east-2,Compute,CPUUtilization,568
2024-01-02,a_896496,east-2,Compute,InstanceHours,274
2024-01-02,a_896496,east-2,Compute,CPUUtilization,169
2024-01-02,a_704515,east-2,Compute,InstanceHours,786
2024-01-02,a_704515,east-2,Compute,CPUUtilization,735
2024-01-02,a_137712,east-2,Compute,InstanceHours,498
2024-01-02,a_137712,east-2,Compute,CPUUtilization,444
2024-01-02,a_993046,west-1,Storage,DiskWriteOps,760
2024-01-02,a_993046,west-1,Storage,DiskReadOps,86
2024-01-02,a_371977,west-1,Storage,DiskWriteOps,24
2024-01-02,a_371977,west-1,Storage,DiskReadOps,671
2024-01-02,a_629278,west-1,Storage,DiskWriteOps,799
2024-01-02,a_629278,west-1,Storage,DiskReadOps,525
2024-01-02,a_817245,west-1,Storage,DiskWriteOps,472
2024-01-02,a_817245,west-1,Storage,DiskReadOps,751
2024-01-02,a_329536,west-1,Storage,DiskWriteOps,147
2024-01-02,a_329536,west-1,Storage,DiskReadOps,312
2024-01-02,a_288975,west-1,Storage,DiskWriteOps,629
2024-01-02,a_288975,west-1,Storage,DiskReadOps,215
2024-01-02,a_971809,west-1,Storage,DiskWriteOps,428
2024-01-02,a_971809,west-1,Storage,DiskReadOps,243
2024-01-02,a_896496,west-1,Storage,DiskWriteOps,453
2024-01-02,a_896496,west-1,Storage,DiskReadOps,472
2024-01-02,a_704515,west-1,Storage,DiskWriteOps,534
2024-01-02,a_704515,west-1,Storage,DiskReadOps,76
2024-01-02,a_137712,west-1,Storage,DiskWriteOps,568
2024-01-02,a_137712,west-1,Storage,DiskReadOps,344
2024-01-02,a_993046,west-1,Compute,InstanceHours,778
2024-01-02,a_993046,west-1,Compute,CPUUtilization,314
2024-01-02,a_371977,west-1,Compute,InstanceHours,428
2024-01-02,a_371977,west-1,Compute,CPUUtilization,118
2024-01-02,a_629278,west-1,Compute,InstanceHours,754
2024-01-02,a_629278,west-1,Compute,CPUUtilization,247
2024-01-02,a_817245,west-1,Compute,InstanceHours,333
2024-01-02,a_817245,west-1,Compute,CPUUtilization,156
2024-01-02,a_329536,west-1,Compute,InstanceHours,221
2024-01-02,a_329536,west-1,Compute,CPUUtilization,229
2024-01-02,a_288975,west-1,Compute,InstanceHours,624
2024-01-02,a_288975,west-1,Compute,CPUUtilization,455
2024-01-02,a_971809,west-1,Compute,InstanceHours,784
2024-01-02,a_971809,west-1,Compute,CPUUtilization,244
2024-01-02,a_896496,west-1,Compute,InstanceHours,7
2024-01-02,a_896496,west-1,Compute,CPUUtilization,766
2024-01-02,a_704515,west-1,Compute,InstanceHours,320
2024-01-02,a_704515,west-1,Compute,CPUUtilization,295
2024-01-02,a_137712,west-1,Compute,InstanceHours,122
2024-01-02,a_137712,west-1,Compute,CPUUtilization,648
2024-01-02,a_993046,central-3,Storage,DiskWriteOps,741
2024-01-02,a_993046,central-3,Storage,DiskReadOps,8
2024-01-02,a_371977,central-3,Storage,DiskWriteOps,356
2024-01-02,a_371977,central-3,Storage,DiskReadOps,340
2024-01-02,a_629278,central-3,Storage,DiskWriteOps,120
2024-01-02,a_629278,central-3,Storage,DiskReadOps,178
2024-01-02,a_817245,central-3,Storage,DiskWriteOps,721
2024-01-02,a_817245,central-3,Storage,DiskReadOps,750
2024-01-02,a_329536,central-3,Storage,DiskWriteOps,196
2024-01-02,a_329536,central-3,Storage,DiskReadOps,336
2024-01-02,a_288975,central-3,Storage,DiskWriteOps,185
2024-01-02,a_288975,central-3,Storage,DiskReadOps,64
2024-01-02,a_971809,central-3,Storage,DiskWriteOps,557
2024-01-02,a_971809,central-3,Storage,DiskReadOps,73
2024-01-02,a_896496,central-3,Storage,DiskWriteOps,198
2024-01-02,a_896496,central-3,Storage,DiskReadOps,503
2024-01-02,a_704515,central-3,Storage,DiskWriteOps,686
2024-01-02,a_704515,central-3,Storage,DiskReadOps,590
2024-01-02,a_137712,central-3,Storage,DiskWriteOps,692
2024-01-02,a_137712,central-3,Storage,DiskReadOps,70
2024-01-02,a_993046,central-3,Compute,InstanceHours,205
2024-01-02,a_993046,central-3,Compute,CPUUtilization,397
2024-01-02,a_371977,central-3,Compute,InstanceHours,192
2024-01-02,a_371977,central-3,Compute,CPUUtilization,130
2024-01-02,a_629278,central-3,Compute,InstanceHours,323
2024-01-02,a_629278,central-3,Compute,CPUUtilization,691
2024-01-02,a_817245,central-3,Compute,InstanceHours,593
2024-01-02,a_817245,central-3,Compute,CPUUtilization,431
2024-01-02,a_329536,central-3,Compute,InstanceHours,75
2024-01-02,a_329536,central-3,Compute,CPUUtilization,308
2024-01-02,a_288975,central-3,Compute,InstanceHours,369
2024-01-02,a_288975,central-3,Compute,CPUUtilization,397
2024-01-02,a_971809,central-3,Compute,InstanceHours,508
2024-01-02,a_971809,central-3,Compute,CPUUtilization,713
2024-01-02,a_896496,central-3,Compute,InstanceHours,684
2024-01-02,a_896496,central-3,Compute,CPUUtilization,209
2024-01-02,a_704515,central-3,Compute,InstanceHours,579
2024-01-02,a_704515,central-3,Compute,CPUUtilization,761
2024-01-02,a_137712,central-3,Compute,InstanceHours,233
2024-01-02,a_137712,central-3,Compute,CPUUtilization,144
2024-01-03,a_993046,north-1,Storage,DiskWriteOps,368
2024-01-03,a_993046,north-1,Storage,DiskReadOps,574
2024-01-03,a_371977,north-1,Storage,DiskWriteOps,324
2024-01-03,a_371977,north-1,Storage,DiskReadOps,160
2024-01-03,a_629278,north-1,Storage,DiskWriteOps,559
2024-01-03,a_629278,north-1,Storage,DiskReadOps,302
2024-01-03,a_817245,north-1,Storage,DiskWriteOps,373
2024-01-03,a_817245,north-1,Storage,DiskReadOps,61
2024-01-03,a_329536,north-1,Storage,DiskWriteOps,744
2024-01-03,a_329536,north-1,Storage,DiskReadOps,534
2024-01-03,a_288975,north-1,Storage,DiskWriteOps,67
2024-01-03,a_288975,north-1,Storage,DiskReadOps,671
2024-01-03,a_971809,north-1,Storage,DiskWriteOps,704
2024-01-03,a_971809,north-1,Storage,DiskReadOps,743
2024-01-03,a_896496,north-1,Storage,DiskWriteOps,712
2024-01-03,a_896496,north-1,Storage,DiskReadOps,520
2024-01-03,a_704515,north-1,Storage,DiskWriteOps,210
2024-01-03,a_704515,north-1,Storage,DiskReadOps,523
2024-01-03,a_137712,north-1,Storage,DiskWriteOps,773
2024-01-03,a_137712,north-1,Storage,DiskReadOps,162
2024-01-03,a_993046,north-1,Compute,InstanceHours,170
2024-01-03,a_993046,north-1,Compute,CPUUtilization,539
2024-01-03,a_371977,north-1,Compute,InstanceHours,762
2024-01-03,a_371977,north-1,Compute,CPUUtilization,483
2024-01-03,a_629278,north-1,Compute,InstanceHours,758
2024-01-03,a_629278,north-1,Compute,CPUUtilization,500
2024-01-03,a_817245,north-1,Compute,InstanceHours,776
2024-01-03,a_817245,north-1,Compute,CPUUtilization,9
2024-01-03,a_329536,north-1,Compute,InstanceHours,390
2024-01-03,a_329536,north-1,Compute,CPUUtilization,33
2024-01-03,a_288975,north-1,Compute,InstanceHours,655
2024-01-03,a_288975,north-1,Compute,CPUUtilization,379
2024-01-03,a_971809,north-1,Compute,InstanceHours,165
2024-01-03,a_971809,north-1,Compute,CPUUtilization,753
2024-01-03,a_896496,north-1,Compute,InstanceHours,111
2024-01-03,a_896496,north-1,Compute,CPUUtilization,594
2024-01-03,a_704515,north-1,Compute,InstanceHours,200
2024-01-03,a_704515,north-1,Compute,CPUUtilization,37
2024-01-03,a_137712,north-1,Compute,InstanceHours,447
2024-01-03,a_137712,north-1,Compute,CPUUtilization,588
2024-01-03,a_993046,east-2,Storage,DiskWriteOps,508
2024-01-03,a_993046,east-2,Storage,DiskReadOps,483
2024-01-03,a_371977,east-2,Storage,DiskWriteOps,444
2024-01-03,a_371977,east-2,Storage,DiskReadOps,35
2024-01-03,a_629278,east-2,Storage,DiskWriteOps,592
2024-01-03,a_629278,east-2,Storage,DiskReadOps,663
2024-01-03,a_817245,east-2,Storage,DiskWriteOps,665
2024-01-03,a_817245,east-2,Storage,DiskReadOps,717
2024-01-03,a_329536,east-2,Storage,DiskWriteOps,86
2024-01-03,a_329536,east-2,Storage,DiskReadOps,179
2024-01-03,a_288975,east-2,Storage,DiskWriteOps,39
2024-01-03,a_288975,east-2,Storage,DiskReadOps,68
2024-01-03,a_971809,east-2,Storage,DiskWriteOps,178
2024-01-03,a_971809,east-2,Storage,DiskReadOps,425
2024-01-03,a_896496,east-2,Storage,DiskWriteOps,329
2024-01-03,a_896496,east-2,Storage,DiskReadOps,789
2024-01-03,a_704515,east-2,Storage,DiskWriteOps,134
2024-01-03,a_704515,east-2,Storage,DiskReadOps,131
2024-01-03,a_137712,east-2,Storage,DiskWriteOps,586
2024-01-03,a_137712,east-2,Storage,DiskReadOps,572
2024-01-03,a_993046,east-2,Compute,InstanceHours,176
2024-01-03,a_993046,east-2,Compute,CPUUtilization,415
2024-01-03,a_371977,east-2,Compute,InstanceHours,121
2024-01-03,a_371977,east-2,Compute,CPUUtilization,684
2024-01-03,a_629278,east-2,Compute,InstanceHours,313
2024-01-03,a_629278,east-2,Compute,CPUUtilization,419
2024-01-03,a_817245,east-2,Compute,InstanceHours,379
2024-01-03,a_817245,east-2,Compute,CPUUtilization,167
2024-01-03,a_329536,east-2,Compute,InstanceHours,140
2024-01-03,a_329536,east-2,Compute,CPUUtilization,660
2024-01-03,a_288975,east-2,Compute,InstanceHours,481
2024-01-03,a_288975,east-2,Compute,CPUUtilization,297
2024-01-03,a_971809,east-2,Compute,InstanceHours,589
2024-01-03,a_971809,east-2,Compute,CPUUtilization,374
2024-01-03,a_896496,east-2,Compute,InstanceHours,405
2024-01-03,a_896496,east-2,Compute,CPUUtilization,566
2024-01-03,a_704515,east-2,Compute,InstanceHours,791
2024-01-03,a_704515,east-2,Compute,CPUUtilization,564
2024-01-03,a_137712,east-2,Compute,InstanceHours,601
2024-01-03,a_137712,east-2,Compute,CPUUtilization,559
2024-01-03,a_993046,west-1,Storage,DiskWriteOps,392
2024-01-03,a_993046,west-1,Storage,DiskReadOps,267
2024-01-03,a_371977,west-1,Storage,DiskWriteOps,588
2024-01-03,a_371977,west-1,Storage,DiskReadOps,77
2024-01-03,a_629278,west-1,Storage,DiskWriteOps,195
2024-01-03,a_629278,west-1,Storage,DiskReadOps,663
2024-01-03,a_817245,west-1,Storage,DiskWriteOps,283
2024-01-03,a_817245,west-1,Storage,DiskReadOps,249
2024-01-03,a_329536,west-1,Storage,DiskWriteOps,423
2024-01-03,a_329536,west-1,Storage,DiskReadOps,317
2024-01-03,a_288975,west-1,Storage,DiskWriteOps,666
2024-01-03,a_288975,west-1,Storage,DiskReadOps,82
2024-01-03,a_971809,west-1,Storage,DiskWriteOps,67
2024-01-03,a_971809,west-1,Storage,DiskReadOps,593
2024-01-03,a_896496,west-1,Storage,DiskWriteOps,311
2024-01-03,a_896496,west-1,Storage,DiskReadOps,692
2024-01-03,a_704515,west-1,Storage,DiskWriteOps,64
2024-01-03,a_704515,west-1,Storage,DiskReadOps,572
2024-01-03,a_137712,west-1,Storage,DiskWriteOps,114
2024-01-03,a_137712,west-1,Storage,DiskReadOps,642
2024-01-03,a_993046,west-1,Compute,InstanceHours,207
2024-01-03,a_993046,west-1,Compute,CPUUtilization,354
2024-01-03,a_371977,west-1,Compute,InstanceHours,715
2024-01-03,a_371977,west-1,Compute,CPUUtilization,212
2024-01-03,a_629278,west-1,Compute,InstanceHours,205
2024-01-03,a_629278,west-1,Compute,CPUUtilization,568
2024-01-03,a_817245,west-1,Compute,InstanceHours,553
2024-01-03,a_817245,west-1,Compute,CPUUtilization,704
2024-01-03,a_329536,west-1,Compute,InstanceHours,350
2024-01-03,a_329536,west-1,Compute,CPUUtilization,715
2024-01-03,a_288975,west-1,Compute,InstanceHours,791
2024-01-03,a_288975,west-1,Compute,CPUUtilization,132
2024-01-03,a_971809,west-1,Compute,InstanceHours,638
2024-01-03,a_971809,west-1,Compute,CPUUtilization,208
2024-01-03,a_896496,west-1,Compute,InstanceHours,460
2024-01-03,a_896496,west-1,Compute,CPUUtilization,111
2024-01-03,a_704515,west-1,Compute,InstanceHours,65
2024-01-03,a_704515,west-1,Compute,CPUUtilization,584
2024-01-03,a_137712,west-1,Compute,InstanceHours,119
2024-01-03,a_137712,west-1,Compute,CPUUtilization,773
2024-01-03,a_993046,central-3,Storage,DiskWriteOps,179
2024-01-03,a_993046,central-3,Storage,DiskReadOps,604
2024-01-03,a_371977,central-3,Storage,DiskWriteOps,329
2024-01-03,a_371977,central-3,Storage,DiskReadOps,328
2024-01-03,a_629278,central-3,Storage,DiskWriteOps,718
2024-01-03,a_629278,central-3,Storage,DiskReadOps,585
2024-01-03,a_817245,central-3,Storage,DiskWriteOps,618
2024-01-03,a_817245,central-3,Storage,DiskReadOps,125
2024-01-03,a_329536,central-3,Storage,DiskWriteOps,544
2024-01-03,a_329536,central-3,Storage,DiskReadOps,247
2024-01-03,a_288975,central-3,Storage,DiskWriteOps,570
2024-01-03,a_288975,central-3,Storage,DiskReadOps,452
2024-01-03,a_971809,central-3,Storage,DiskWriteOps,244
2024-01-03,a_971809,central-3,Storage,DiskReadOps,95
2024-01-03,a_896496,central-3,Storage,DiskWriteOps,728
2024-01-03,a_896496,central-3,Storage,DiskReadOps,755
2024-01-03,a_704515,central-3,Storage,DiskWriteOps,568
2024-01-03,a_704515,central-3,Storage,DiskReadOps,597
2024-01-03,a_137712,central-3,Storage,DiskWriteOps,74
2024-01-03,a_137712,central-3,Storage,DiskReadOps,670
2024-01-03,a_993046,central-3,Compute,InstanceHours,789
2024-01-03,a_993046,central-3,Compute,CPUUtilization,392
2024-01-03,a_371977,central-3,Compute,InstanceHours,227
2024-01-03,a_371977,central-3,Compute,CPUUtilization,460
2024-01-03,a_629278,central-3,Compute,InstanceHours,676
